air humidity (%);temperature level (F);pH
42,0;34,0;8,0
25,5;44,0;7,9
59,3;84,0;7,9
47,8;74,0;7,9
11,5;43,0;8,0
45,8;82,0;7,9
14,3;37,0;7,1
37,9;57,0;7,1
63,1;62,0;7,3
23,1;57,0;7,4
48,3;79,0;8,0
88,9;54,0;7,3
87,3;69,0;6,8
16,0;58,0;7,8
36,7;69,0;6,7
39,2;80,0;6,8
22,4;49,0;8,0
45,1;34,0;8,4
9,4;54,0;8,0
30,9;52,0;6,2
86,1;72,0;6,2
66,5;80,0;7,7
56,9;75,0;7,4
31,4;59,0;6,9
72,1;73,0;6,1
43,4;51,0;7,3
57,1;58,0;7,6
10,5;35,0;8,8
70,3;82,0;7,6
20,4;37,0;8,6
39,6;67,0;7,1
38,4;74,0;6,5
22,5;53,0;8,0
79,4;68,0;6,4
39,0;41,0;7,5
6,3;40,0;7,8
45,3;41,0;8,5
64,5;74,0;6,2
33,6;82,0;7,7
12,9;81,0;7,6
46,9;80,0;7,4
75,4;71,0;7,1
41,9;57,0;6,6
11,1;49,0;7,1
11,4;51,0;8,7
82,0;76,0;7,0
4,1;45,0;8,5
6,2;33,0;7,2
48,9;45,0;8,2
41,4;54,0;7,8
59,9;63,0;6,2
44,1;50,0;7,5
47,4;42,0;7,9
42,7;53,0;7,5
17,6;63,0;6,5
22,4;52,0;7,0
57,0;81,0;6,8
47,4;79,0;7,5
43,8;36,0;7,1
47,0;58,0;7,8
70,0;53,0;6,3
18,7;42,0;7,1
67,8;82,0;7,1
88,2;67,0;7,0
18,9;41,0;7,9
21,9;56,0;7,7
8,6;60,0;7,7
20,1;46,0;8,0
2,1;34,0;8,0
2,7;57,0;7,4
42,4;57,0;7,1
73,4;69,0;7,2
7,1;47,0;8,1
26,9;54,0;7,6
27,8;48,0;8,3
42,9;62,0;6,5
33,9;45,0;8,4
51,6;67,0;6,0
27,4;47,0;9,0
40,2;54,0;7,0
40,8;58,0;6,2
84,5;68,0;6,3
5,1;45,0;7,4
58,7;54,0;7,3
21,9;53,0;8,7
62,0;80,0;6,2
30,5;75,0;7,0
9,9;38,0;7,3
33,4;50,0;7,0
79,0;75,0;6,2
,9;40,0;7,1
32,0;59,0;8,2
30,7;42,0;7,6
2,7;54,0;7,0
73,8;74,0;7,3
8,9;32,0;7,3
76,4;73,0;7,4
40,8;62,0;6,9
76,0;66,0;7,7
32,1;36,0;7,5
5,7;42,0;7,6
25,6;43,0;7,2
37,7;50,0;8,8
43,3;45,0;7,3
34,9;74,0;7,5
9,2;38,0;9,0
69,8;69,0;7,4
,0;36,0;7,6
82,4;82,0;6,6
18,2;43,0;7,5
66,6;74,0;7,2
76,3;57,0;7,3
64,4;63,0;6,9
55,6;65,0;7,3
85,4;53,0;7,0
13,3;74,0;6,8
45,6;43,0;7,3
30,3;46,0;7,4
77,8;82,0;7,3
76,0;58,0;7,9
19,4;50,0;7,3
86,2;69,0;7,1
54,4;69,0;7,8
28,5;37,0;7,4
77,8;79,0;7,2
11,6;50,0;7,4
71,2;64,0;6,7
67,2;66,0;7,6
37,8;50,0;8,9
30,5;35,0;7,4
66,0;67,0;7,8
33,9;36,0;7,5
20,4;45,0;8,9
81,9;59,0;6,1
61,1;58,0;8,4
37,4;51,0;7,4
38,5;43,0;7,7
79,9;78,0;6,3
70,0;37,0;6,6
26,3;34,0;7,1
38,1;64,0;6,8
71,4;74,0;7,4
39,5;52,0;8,2
34,3;53,0;7,7
82,1;68,0;6,6
65,0;55,0;8,0
54,0;59,0;7,7
36,7;52,0;7,4
81,9;68,0;6,0
69,2;60,0;7,2
27,1;38,0;7,3
30,9;61,0;7,7
62,4;75,0;7,3
6,8;54,0;6,2
46,0;46,0;8,4
41,2;34,0;7,4
35,2;50,0;7,7
88,2;52,0;6,2
64,8;52,0;7,6
37,5;34,0;7,8
52,6;62,0;6,4
55,7;52,0;7,7
48,9;41,0;6,0
27,4;58,0;9,0
12,6;44,0;9,0
71,6;69,0;6,3
41,9;52,0;6,2
77,4;54,0;7,0
48,5;64,0;7,7
34,5;33,0;7,5
88,6;48,0;7,1
34,1;36,0;7,5
67,0;57,0;7,4
39,6;62,0;7,4
43,3;55,0;8,6
47,0;51,0;7,9
34,6;68,0;7,4
78,9;69,0;7,6
63,1;79,0;7,5
29,0;33,0;8,2
60,0;76,0;7,1
34,7;40,0;7,1
41,4;51,0;7,9
62,7;68,0;7,1
47,6;77,0;6,6
25,4;45,0;8,9
11,7;56,0;6,3
56,5;52,0;7,4
86,6;54,0;6,9
44,8;42,0;7,0
68,3;76,0;6,0
43,2;83,0;7,6
27,1;49,0;7,4
58,3;51,0;7,4
52,2;76,0;6,2
52,5;54,0;6,0
42,7;67,0;7,2
81,9;79,0;6,8
40,9;43,0;8,5
75,0;71,0;6,8
3,6;50,0;8,7
73,5;76,0;6,7
84,1;60,0;7,0
81,3;72,0;7,2
41,9;60,0;6,0
54,6;61,0;6,1
21,2;42,0;7,9
49,4;43,0;7,3
47,4;60,0;7,5
55,6;65,0;7,6
73,6;84,0;6,8
81,0;76,0;7,5
84,4;34,0;8,9
4,7;34,0;8,6
67,3;54,0;7,8
32,4;70,0;6,9
77,6;55,0;6,9
81,6;52,0;7,0
88,0;59,0;6,8
3,1;47,0;9,0
47,1;76,0;6,7
32,6;51,0;7,7
37,1;63,0;6,1
84,9;37,0;7,4
10,0;51,0;8,0
26,7;54,0;7,6
20,2;82,0;8,6
41,7;67,0;6,9
6,2;47,0;7,4
45,9;47,0;7,0
81,7;67,0;6,6
25,3;37,0;7,6
27,5;43,0;8,4
18,5;50,0;8,1
30,9;39,0;7,4
34,9;48,0;8,6
48,5;51,0;7,9
27,1;61,0;8,9
36,0;52,0;8,5
66,8;51,0;6,3
45,3;54,0;7,8
36,2;43,0;8,8
18,6;48,0;8,5
5,7;51,0;7,7
21,4;39,0;7,4
72,4;60,0;7,0
43,3;37,0;7,5
58,4;82,0;7,4
13,8;37,0;8,8
78,4;75,0;6,1
12,4;38,0;8,4
40,6;62,0;6,9
49,2;45,0;7,1
64,4;74,0;7,3
29,3;43,0;7,5
43,4;83,0;8,7
47,7;55,0;8,9
48,3;83,0;7,0
51,3;75,0;7,8
13,5;44,0;8,5
30,1;55,0;8,6
10,5;41,0;7,1
6,8;49,0;7,3
27,5;45,0;8,7
24,0;45,0;7,5
10,2;41,0;9,0
32,3;67,0;7,0
22,3;44,0;8,3
14,3;49,0;8,7
17,7;74,0;7,2
35,4;45,0;7,2
41,5;53,0;7,1
68,5;32,0;6,5
59,5;57,0;8,3
35,2;40,0;8,7
33,2;32,0;7,0
76,0;80,0;8,7
53,6;66,0;6,8
10,3;75,0;7,8
40,1;48,0;8,2
49,9;81,0;7,8
39,9;45,0;8,3
49,8;42,0;9,0
77,1;71,0;7,6
47,5;40,0;8,7
10,1;49,0;8,9
54,8;60,0;7,9
24,0;36,0;8,6
68,4;59,0;7,7
66,2;79,0;6,1
82,9;62,0;7,9
47,5;35,0;7,6
65,5;36,0;8,8
28,3;49,0;8,0
5,7;57,0;7,0
63,6;54,0;7,4
18,7;52,0;6,9
38,3;49,0;8,0
82,0;70,0;6,5
68,5;79,0;6,1
86,3;73,0;7,4
47,2;53,0;8,2
32,6;64,0;7,0
62,0;54,0;7,2
15,0;36,0;7,6
37,1;45,0;8,4
3,7;48,0;7,4
41,7;49,0;7,9
3,4;40,0;7,2
86,7;83,0;7,5
,9;50,0;7,2
11,5;34,0;8,1
85,1;57,0;7,5
87,6;62,0;7,1
32,6;77,0;6,0
7,9;36,0;8,0
35,7;84,0;7,5
14,8;36,0;7,7
69,7;54,0;7,4
8,4;51,0;7,1
75,2;67,0;7,3
13,1;60,0;8,6
84,2;82,0;7,1
15,0;54,0;8,1
34,9;43,0;8,6
28,8;54,0;8,6
19,9;38,0;8,5
68,6;55,0;7,2
34,2;52,0;8,3
81,4;77,0;7,0
16,9;49,0;7,2
20,6;47,0;7,0
23,3;40,0;7,6
20,4;45,0;8,5
70,3;57,0;6,8
82,5;58,0;7,8
23,3;56,0;7,6
40,3;74,0;6,3
80,4;56,0;7,9
40,9;51,0;7,8
1,2;42,0;8,8
67,6;70,0;6,8
25,0;55,0;7,4
40,0;57,0;8,5
39,5;51,0;6,2
73,9;53,0;6,3
79,6;70,0;6,7
24,1;33,0;7,8
21,6;47,0;8,4
30,3;55,0;6,6
14,2;50,0;7,8
23,1;38,0;7,3
47,5;54,0;7,4
17,0;43,0;8,5
21,5;34,0;8,2
86,5;52,0;6,5
59,9;58,0;7,7
43,3;34,0;8,5
41,2;34,0;7,0
23,9;54,0;8,9
66,8;38,0;7,9
11,5;40,0;8,5
38,9;61,0;7,3
13,3;44,0;7,7
30,8;66,0;6,2
31,1;54,0;7,8
80,0;63,0;6,9
80,2;62,0;6,0
29,0;43,0;7,0
77,6;76,0;6,2
48,8;36,0;7,2
71,8;58,0;7,5
60,7;68,0;6,0
72,4;64,0;6,3
86,3;51,0;6,4
21,1;70,0;6,1
31,5;69,0;6,8
67,5;55,0;6,5
45,3;55,0;8,4
12,1;57,0;8,9
27,9;55,0;7,5
84,4;71,0;6,3
4,5;42,0;7,1
12,4;58,0;8,9
10,7;57,0;8,5
11,0;36,0;8,8
47,9;84,0;6,1
30,8;75,0;6,1
86,2;67,0;6,2
85,6;76,0;6,0
54,1;83,0;7,3
61,6;78,0;6,4
39,1;53,0;7,3
23,1;47,0;7,2
80,6;52,0;6,9
16,1;46,0;7,5
44,6;54,0;7,2
49,1;34,0;7,1
53,6;77,0;7,2
37,2;82,0;7,3
11,6;43,0;7,0
34,0;43,0;7,0
54,6;73,0;7,0
36,8;69,0;7,0
63,3;81,0;6,6
73,4;63,0;7,9
28,1;43,0;8,9
53,8;57,0;7,9
4,5;47,0;8,0
63,6;69,0;8,4
18,2;48,0;8,6
67,4;78,0;6,1
47,5;59,0;7,7
43,1;35,0;8,1
40,8;57,0;7,1
19,3;56,0;7,3
44,3;60,0;7,8
30,8;83,0;6,3
30,0;48,0;8,0
2,7;37,0;8,4
59,9;51,0;6,1
27,5;34,0;7,4
67,5;54,0;6,1
10,7;49,0;8,4
,0;56,0;8,7
49,1;34,0;7,0
7,2;49,0;7,6
13,9;40,0;8,0
31,4;55,0;8,8
16,3;46,0;8,3
58,4;70,0;7,9
33,3;65,0;6,3
41,0;52,0;6,8
30,5;70,0;7,2
41,3;53,0;7,0
46,4;76,0;7,1
54,9;55,0;6,2
42,2;55,0;6,8
17,0;44,0;7,0
78,3;53,0;6,4
52,6;54,0;7,1
66,8;68,0;7,0
36,4;35,0;8,0
44,2;52,0;8,4
19,6;55,0;8,5
63,0;80,0;7,3
11,7;41,0;7,4
45,3;46,0;8,2
29,0;36,0;8,6
40,3;41,0;7,5
,9;57,0;8,3
48,0;56,0;8,6
10,1;33,0;8,2
33,8;56,0;8,2
48,8;39,0;8,9
29,2;33,0;7,6
21,6;54,0;7,3
32,2;45,0;6,3
45,1;78,0;6,9
66,4;78,0;6,9
39,6;62,0;7,6
64,3;58,0;7,0
48,6;39,0;8,9
,3;46,0;7,6
11,0;57,0;8,5
74,0;80,0;7,2
10,4;37,0;8,2
13,4;40,0;9,0
48,8;67,0;8,3
48,5;58,0;7,8
66,5;72,0;7,4
32,4;55,0;7,1
59,0;54,0;6,4
64,5;74,0;6,5
46,5;82,0;6,8
89,3;62,0;7,0
41,5;52,0;8,0
23,1;44,0;8,0
55,9;76,0;7,8
25,3;60,0;7,2
39,7;67,0;6,2
42,6;55,0;7,4
31,4;64,0;8,0
8,1;44,0;7,6
6,8;43,0;8,3
26,7;49,0;7,0
40,1;40,0;8,9
41,4;37,0;8,7
33,1;55,0;7,3
32,4;53,0;7,5
13,5;40,0;8,9
48,4;63,0;7,7
33,5;47,0;7,2
47,6;58,0;8,8
57,5;59,0;7,2
3,2;42,0;7,6
87,7;80,0;7,3
79,3;51,0;7,3
76,3;83,0;6,7
74,0;69,0;7,9
14,4;34,0;7,1
40,5;44,0;7,1
50,5;53,0;7,2
16,6;37,0;8,5
61,0;75,0;6,9
68,3;78,0;7,0
31,5;33,0;7,4
39,6;74,0;7,1
15,2;49,0;7,2
35,3;58,0;6,9
49,1;74,0;6,5
14,6;59,0;8,9
29,1;34,0;8,7
69,4;71,0;7,8
56,3;75,0;7,5
46,8;33,0;7,3
27,9;53,0;7,6
65,3;82,0;7,0
60,8;55,0;7,0
1,8;40,0;8,1
11,4;34,0;8,4
78,3;81,0;6,2
31,7;47,0;7,3
45,6;71,0;7,4
18,4;52,0;8,4
69,3;61,0;8,3
72,7;65,0;6,9
39,5;37,0;7,2
63,1;81,0;6,9
22,3;40,0;8,3
81,8;82,0;7,8
20,5;55,0;8,9
38,6;70,0;6,4
84,9;44,0;7,3
28,2;44,0;8,4
47,8;67,0;7,0
45,0;77,0;7,6
41,8;65,0;7,6
10,5;45,0;7,2
,8;36,0;8,5
29,5;82,0;8,0
80,1;75,0;6,3
34,8;52,0;7,7
37,3;41,0;8,5
37,7;72,0;6,9
24,5;46,0;7,6
30,0;53,0;6,8
43,3;48,0;8,2
3,5;49,0;7,2
76,6;69,0;7,1
48,3;33,0;8,9
88,1;79,0;6,0
48,1;75,0;6,5
44,2;34,0;8,5
80,9;52,0;6,1
15,9;39,0;8,2
49,7;50,0;6,3
88,1;67,0;7,7
80,5;58,0;7,7
48,3;75,0;6,2
82,0;66,0;7,0
61,8;75,0;8,1
78,4;79,0;6,0
17,1;63,0;7,0
72,8;52,0;7,2
8,0;35,0;8,7
48,0;77,0;7,0
31,6;58,0;7,9
38,5;50,0;6,8
17,7;50,0;7,1
42,8;51,0;6,3
4,3;45,0;8,6
81,1;62,0;6,1
87,7;56,0;6,7
78,5;75,0;7,9
70,3;69,0;6,8
61,9;70,0;6,8
69,9;68,0;6,7
34,8;74,0;7,4
6,7;50,0;7,7
38,4;45,0;7,1
32,5;36,0;7,5
65,7;52,0;6,2
32,1;78,0;7,2
56,8;74,0;7,3
70,9;69,0;6,1
8,9;49,0;8,4
19,6;38,0;7,7
12,5;56,0;7,2
50,2;63,0;6,9
57,7;84,0;6,4
43,5;69,0;6,9
74,4;77,0;6,7
57,3;76,0;6,5
36,2;45,0;7,1
48,7;43,0;7,1
80,3;33,0;6,9
26,0;65,0;7,3
7,2;56,0;8,0
42,8;57,0;7,3
32,7;57,0;7,5
38,1;33,0;8,5
39,1;48,0;7,5
2,8;36,0;7,2
29,9;54,0;7,2
36,7;59,0;7,9
41,9;77,0;7,1
47,1;64,0;6,3
83,4;68,0;6,2
46,6;54,0;8,7
39,9;65,0;7,7
39,9;35,0;8,6
33,8;46,0;7,7
46,8;54,0;7,2
47,2;41,0;8,0
35,5;83,0;6,5
19,6;38,0;9,0
42,0;43,0;8,5
23,2;47,0;7,5
76,4;82,0;7,2
40,9;65,0;8,1
52,8;53,0;8,7
54,5;65,0;7,7
89,8;63,0;7,2
3,4;57,0;7,7
88,1;67,0;6,2
57,4;78,0;6,4
89,8;60,0;7,3
88,7;79,0;8,8
5,0;57,0;8,4
47,3;56,0;7,0
62,6;58,0;7,2
60,6;73,0;6,5
36,2;43,0;7,9
23,7;52,0;7,0
39,3;44,0;7,7
54,8;66,0;6,7
18,8;33,0;7,7
49,9;56,0;6,9
40,6;44,0;8,6
72,5;77,0;7,3
71,4;73,0;6,1
85,6;50,0;6,9
11,7;52,0;6,6
73,0;79,0;6,4
27,2;39,0;7,8
80,4;64,0;7,1
39,0;42,0;8,2
35,3;61,0;6,3
19,0;57,0;8,4
24,5;54,0;7,4
30,1;51,0;7,5
12,9;49,0;7,3
39,4;57,0;6,1
76,4;66,0;6,6
80,7;65,0;6,6
88,9;71,0;7,2
76,9;82,0;7,5
71,5;81,0;6,5
42,7;44,0;7,0
75,9;66,0;7,4
51,2;69,0;7,2
11,4;44,0;8,0
30,3;43,0;7,2
25,4;62,0;8,8
29,5;36,0;7,1
84,9;77,0;6,4
88,8;58,0;6,2
54,9;58,0;8,0
42,5;42,0;7,3
35,9;54,0;7,5
64,6;67,0;6,6
43,1;45,0;7,6
39,4;52,0;8,2
85,7;84,0;7,6
6,0;58,0;8,5
67,7;54,0;7,4
39,2;57,0;8,6
37,8;55,0;7,8
36,9;41,0;8,3
46,0;43,0;8,8
7,3;35,0;7,6
38,4;51,0;7,7
56,3;77,0;7,7
30,6;38,0;8,3
36,6;33,0;8,0
43,3;40,0;8,3
46,4;53,0;7,0
44,3;75,0;6,6
19,8;37,0;7,8
18,5;39,0;7,6
23,8;82,0;6,3
69,3;79,0;6,3
62,2;67,0;6,9
54,5;75,0;7,9
40,3;50,0;8,7
53,7;77,0;8,0
36,9;57,0;6,9
34,2;49,0;8,8
12,0;51,0;8,3
74,3;58,0;6,2
14,0;58,0;7,7
14,0;49,0;6,6
84,1;63,0;6,2
63,6;65,0;6,3
18,4;38,0;7,2
12,3;59,0;7,8
2,6;41,0;8,1
85,2;81,0;7,2
67,9;51,0;6,6
85,7;61,0;6,3
68,9;32,0;6,1
4,2;50,0;9,0
17,6;57,0;8,4
87,0;76,0;6,6
11,1;57,0;9,0
48,1;59,0;7,1
4,0;55,0;8,0
48,5;39,0;8,8
24,9;40,0;8,3
45,8;32,0;7,4
61,8;51,0;7,2
79,0;78,0;6,2
31,6;40,0;8,8
10,1;51,0;8,6
69,0;64,0;6,1
74,2;56,0;6,7
36,5;67,0;7,3
50,9;63,0;8,3
21,2;55,0;8,1
35,0;67,0;6,0
43,4;52,0;6,9
75,3;61,0;6,5
6,2;50,0;8,0
69,5;51,0;7,1
14,3;47,0;7,4
81,7;73,0;7,4
46,8;53,0;8,8
39,0;73,0;7,7
16,6;45,0;7,7
77,1;52,0;6,6
5,2;34,0;7,9
49,5;50,0;8,7
48,8;43,0;7,5
38,7;55,0;7,3
54,6;77,0;8,6
59,7;48,0;8,7
67,9;56,0;7,1
14,1;45,0;8,5
25,6;53,0;7,3
18,7;42,0;8,3
31,4;40,0;7,4
80,4;68,0;6,2
28,0;50,0;7,3
62,8;33,0;8,0
14,4;50,0;7,7
79,7;54,0;8,8
31,1;52,0;7,4
6,1;55,0;7,8
14,8;38,0;7,5
38,3;51,0;8,9
61,2;76,0;7,2
74,3;76,0;7,1
15,0;35,0;7,8
53,7;41,0;8,3
86,5;54,0;8,4
70,5;61,0;7,0
45,2;56,0;7,8
77,6;58,0;6,9
51,4;35,0;8,7
85,6;84,0;6,4
20,1;40,0;8,7
65,1;53,0;6,0
23,7;44,0;7,7
13,8;53,0;7,7
36,0;42,0;7,1
8,8;48,0;7,3
43,5;70,0;8,3
45,8;54,0;7,6
9,6;35,0;8,3
49,2;47,0;7,0
45,5;56,0;6,6
46,7;50,0;6,3
30,8;58,0;7,7
50,3;78,0;8,7
18,6;48,0;7,1
40,7;67,0;7,0
81,9;76,0;7,1
86,1;65,0;7,7
77,5;77,0;7,4
4,2;58,0;7,6
2,8;75,0;7,3
43,7;37,0;7,5
60,9;77,0;7,9
29,7;59,0;7,4
39,1;40,0;7,5
56,3;76,0;6,1
48,9;69,0;7,4
41,4;79,0;7,3
46,9;49,0;8,4
59,2;56,0;6,4
14,8;38,0;8,0
43,5;56,0;7,7
30,7;45,0;8,3
24,9;52,0;7,2
5,0;45,0;8,1
15,3;58,0;7,3
47,6;81,0;6,7
1,3;75,0;7,7
13,9;81,0;7,8
34,3;51,0;7,3
21,2;36,0;7,4
37,5;46,0;8,9
13,6;69,0;7,7
85,6;67,0;6,1
74,3;77,0;7,2
34,4;52,0;6,7
15,7;42,0;7,2
76,2;56,0;6,7
74,4;77,0;7,3
26,2;56,0;8,8
8,8;59,0;8,7
66,0;70,0;7,7
35,0;65,0;7,2
65,5;68,0;6,2
10,1;37,0;8,4
1,6;54,0;7,7
19,3;44,0;8,0
38,8;47,0;7,1
21,7;57,0;7,1
69,7;68,0;6,3
48,7;52,0;6,5
16,9;46,0;7,9
24,3;49,0;8,2
73,9;67,0;7,0
64,7;57,0;8,1
40,4;48,0;7,5
32,5;75,0;7,0
85,5;75,0;6,6
28,1;43,0;7,8
35,2;45,0;8,8
42,2;53,0;8,0
36,5;53,0;7,3
46,8;52,0;6,1
31,2;53,0;7,1
35,5;54,0;6,8
39,2;59,0;7,5
27,6;48,0;8,5
37,1;57,0;6,5
44,6;59,0;7,8
12,0;52,0;7,2
,6;57,0;8,4
14,3;41,0;7,2
54,9;83,0;6,8
30,3;33,0;7,7
42,0;52,0;7,1
4,8;37,0;7,2
21,6;58,0;8,4
32,4;60,0;7,3
38,2;66,0;6,5
29,7;34,0;7,8
84,1;76,0;6,0
31,2;54,0;7,8
69,8;72,0;6,8
3,2;53,0;6,2
2,4;35,0;7,8
87,4;66,0;6,4
15,6;54,0;8,3
62,0;69,0;6,5
55,4;58,0;7,2
33,9;65,0;6,3
44,2;40,0;8,9
33,4;54,0;8,5
26,0;39,0;8,5
34,4;70,0;6,1
29,2;49,0;7,8
40,7;61,0;6,9
21,3;35,0;8,2
9,5;38,0;8,4
47,5;42,0;8,0
33,4;65,0;6,4
1,1;43,0;6,2
43,5;36,0;7,7
46,5;61,0;6,1
46,9;42,0;8,8
32,8;67,0;6,9
10,5;59,0;7,7
8,6;39,0;8,6
71,9;51,0;7,0
12,2;35,0;7,2
21,0;72,0;6,2
75,5;50,0;6,2
49,8;52,0;8,1
52,3;77,0;7,7
6,2;50,0;8,9
36,0;68,0;6,6
32,0;52,0;7,6
84,5;35,0;7,8
33,5;46,0;6,6
73,4;69,0;7,8
,8;58,0;7,9
36,2;44,0;8,2
42,1;53,0;8,2
32,1;42,0;7,5
59,9;62,0;7,3
29,1;34,0;7,3
4,3;64,0;8,8
40,5;45,0;8,1
5,7;78,0;7,8
42,3;44,0;7,2
54,9;74,0;6,6
73,7;52,0;7,1
68,3;59,0;7,8
43,2;80,0;7,8
80,2;52,0;7,5
19,3;52,0;8,8
7,4;41,0;8,5
22,9;58,0;6,9
19,8;54,0;8,8
23,8;52,0;8,5
40,5;56,0;7,7
41,5;34,0;8,4
81,0;74,0;7,9
63,8;67,0;6,4
43,4;49,0;7,1
25,5;48,0;8,3
4,4;50,0;7,6
55,9;71,0;7,7
38,2;47,0;8,9
32,2;49,0;7,7
75,7;67,0;7,1
25,6;50,0;8,3
83,8;65,0;6,7
45,9;49,0;7,2
18,3;55,0;7,5
20,4;48,0;7,9
74,1;81,0;6,1
33,5;75,0;6,2
76,2;83,0;7,1
42,5;55,0;8,9
47,7;66,0;7,2
19,7;48,0;7,3
63,0;54,0;6,3
45,9;53,0;7,8
67,6;52,0;7,0
10,8;46,0;8,3
78,2;65,0;7,0
35,1;50,0;7,8
41,9;68,0;7,6
17,0;49,0;8,1
5,0;41,0;7,3
46,3;50,0;7,2
85,9;54,0;7,2
40,8;45,0;7,1
46,1;54,0;7,6
49,1;58,0;8,7
13,2;37,0;8,5
77,5;35,0;7,5
49,4;81,0;6,4
89,8;77,0;7,5
28,6;44,0;7,2
15,3;33,0;8,5
49,2;67,0;6,4
23,7;44,0;8,1
46,5;49,0;7,3
33,2;65,0;7,5
87,6;75,0;7,2
41,8;81,0;8,9
33,7;43,0;7,2
53,3;67,0;7,2
79,3;64,0;7,5
33,9;73,0;8,0
75,7;64,0;7,0
49,2;80,0;7,3
64,4;84,0;6,7
1,9;40,0;8,2
63,8;75,0;6,8
21,4;55,0;7,3
47,3;58,0;7,0
80,6;50,0;6,9
25,6;47,0;7,9
45,2;70,0;7,6
46,1;81,0;6,7
44,7;58,0;6,4
44,0;51,0;6,3
56,5;81,0;6,6
,2;43,0;7,8
40,1;50,0;7,4
39,7;71,0;6,8
50,9;65,0;8,0
22,7;54,0;7,3
11,9;55,0;7,4
51,7;51,0;7,4
72,7;64,0;6,8
30,8;57,0;6,5
51,6;71,0;7,7
54,7;76,0;7,5
39,4;58,0;8,6
25,3;32,0;8,4
60,4;52,0;7,4
32,1;53,0;8,3
68,9;69,0;7,3
35,0;32,0;7,4
24,0;35,0;7,0
21,3;33,0;7,6
36,3;47,0;7,3
21,2;59,0;9,0
59,1;55,0;6,8
24,6;42,0;8,6
21,0;55,0;7,9
77,4;82,0;7,4
87,1;70,0;7,7
46,8;66,0;6,5
39,2;50,0;8,9
6,7;42,0;6,1
46,3;69,0;6,6
1,9;83,0;6,3
22,1;57,0;7,6
80,4;81,0;7,9
13,3;82,0;7,8
39,3;71,0;7,6
81,4;70,0;6,0
30,9;54,0;8,1
74,4;61,0;7,5
24,2;45,0;7,2
23,4;32,0;9,0
67,0;71,0;7,0
5,3;51,0;7,6
49,6;50,0;6,7
72,6;44,0;6,9
43,9;51,0;7,0
80,9;79,0;6,8
33,0;37,0;7,9
54,5;77,0;6,7
44,9;68,0;6,4
18,1;35,0;8,8
73,1;52,0;7,8
42,7;44,0;7,2
44,6;82,0;6,8
46,3;47,0;7,9
52,8;75,0;7,2
71,2;75,0;6,3
45,8;37,0;7,2
30,9;52,0;7,9
39,2;59,0;8,8
27,0;39,0;8,5
69,1;60,0;6,7
33,6;79,0;7,8
44,3;43,0;7,9
43,3;47,0;7,5
41,5;50,0;6,3
17,6;42,0;8,7
23,4;38,0;8,0
89,1;65,0;7,2
41,8;50,0;6,2
87,5;79,0;6,5
42,2;51,0;8,0
68,7;74,0;6,8
22,9;52,0;7,4
46,3;58,0;7,8
11,7;33,0;8,4
29,7;50,0;7,8
54,0;51,0;6,9
28,0;39,0;8,0
72,6;63,0;6,4
84,3;50,0;6,2
63,4;58,0;7,2
58,0;78,0;6,6
7,7;76,0;8,4
39,8;60,0;7,9
27,4;40,0;8,6
89,3;64,0;8,5
3,8;59,0;7,2
30,9;45,0;6,4
49,5;39,0;8,5
51,9;80,0;6,1
42,0;75,0;6,9
41,7;81,0;7,3
63,0;75,0;7,0
32,0;60,0;6,5
45,7;52,0;7,1
66,3;75,0;6,4
35,5;55,0;7,9
42,2;65,0;6,9
43,6;67,0;6,2
14,3;39,0;7,6
17,5;56,0;7,5
29,0;43,0;7,5
47,3;44,0;7,6
33,9;53,0;7,8
24,1;33,0;8,1
21,6;40,0;8,4
23,2;39,0;7,5
43,4;52,0;7,3
34,3;67,0;6,2
69,0;72,0;7,6
74,1;71,0;7,0
19,9;49,0;8,4
73,1;54,0;6,1
25,1;33,0;8,5
30,2;34,0;6,3
63,1;77,0;6,1
68,3;68,0;6,9
40,5;63,0;7,2
31,8;62,0;7,2
36,3;75,0;6,9
73,0;76,0;7,8
86,1;69,0;7,8
57,7;63,0;6,1
46,3;39,0;7,7
45,8;39,0;7,4
34,4;47,0;7,8
32,0;57,0;7,9
59,2;80,0;7,9
45,7;52,0;7,1
77,7;68,0;6,7
44,0;72,0;7,2
40,8;75,0;7,8
63,6;52,0;6,7
17,6;38,0;7,1
41,7;58,0;7,1
40,4;46,0;6,2
39,8;76,0;7,5
38,3;82,0;8,4
61,1;73,0;6,5
62,8;69,0;6,8
30,7;69,0;6,9
14,8;60,0;7,2
88,2;81,0;7,5
23,5;32,0;7,9
39,3;47,0;8,5
36,1;52,0;7,3
82,2;57,0;7,4
52,7;82,0;6,3
88,4;52,0;7,9
57,0;81,0;6,8
16,7;65,0;8,7
61,5;61,0;7,7
31,2;49,0;8,1
37,9;38,0;7,8
24,7;48,0;8,6
32,2;57,0;8,1
46,3;57,0;8,3
58,3;67,0;6,9
75,3;39,0;7,5
17,4;38,0;7,2
68,4;59,0;6,1
64,1;64,0;7,3
80,5;58,0;8,5
41,2;55,0;7,3
30,3;42,0;7,3
53,9;73,0;7,4
81,4;52,0;7,8
46,2;57,0;8,6
40,0;38,0;7,1
10,2;33,0;8,3
41,7;61,0;6,5
28,0;50,0;8,5
62,6;81,0;7,0
11,8;54,0;7,1
67,3;61,0;7,1
30,4;83,0;6,9
81,0;65,0;7,2
44,6;54,0;8,0
43,4;42,0;8,9
2,5;38,0;8,4
